Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
1966.0,2-STORY 1946 & NEWER,Residential Low-Density,88.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Good,6.0,1966.0,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,445.0,Unfinished,0.0,479.0,924.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1216.0,941.0,2157.0,2.0,1.0,4.0,1.0,Good,8.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,2.0,487.0,Typical/Average,Typical/Average,Paved,105.0,66.0,0.0,0.0,0.0,May 2006,2006.0,Warranty Deed - Conventional,Normal Sale,226000.0,104.77515067222996,40.0,3.0,0.22726793804657044,2
2000.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Normal,Above Average,5.0,2000.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,695.0,Unfinished,0.0,297.0,992.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1022.0,1032.0,2054.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house - typically has room above the garage),2005.0,Rough Finished,2.0,390.0,Typical/Average,Typical/Average,Paved,24.0,48.0,0.0,0.0,0.0,July 2009,2009.0,Warranty Deed - Conventional,Normal Sale,244000.0,118.79259980525804,9.0,3.0,0.21641555157517647,2
2002.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Average,6.0,1959.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,405.0,Unfinished,0.0,658.0,1063.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1327.0,0.0,1327.0,1.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,624.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,150750.0,113.60211002260739,48.0,1.0,0.13981666842271626,1
2002.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Timberland,Normal,Very Good,5.0,2001.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1005.0,Unfinished,0.0,262.0,1267.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1296.0,0.0,1296.0,2.0,0.0,2.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,2.0,471.0,Typical/Average,Typical/Average,Paved,192.0,25.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,220000.0,169.7530864197531,8.0,2.0,0.13655041618375302,0
1993.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,78.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Average,6.0,1968.0,Gable,Standard (Composite) Shingle,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,570.0,Unfinished,0.0,891.0,1461.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1721.0,0.0,1721.0,2.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,96.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,180000.0,104.59035444509006,38.0,3.0,0.18132968075018438,0
1970.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northwest Ames,Normal,Good,6.0,1970.0,Hip,Standard (Composite) Shingle,Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1304.0,1304.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1682.0,0.0,1682.0,2.0,0.0,3.0,1.0,Average/Typical,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Unfinished,2.0,530.0,Typical/Average,Typical/Average,Paved,98.0,0.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,174000.0,103.44827586206897,38.0,2.0,0.17722052470761773,0
1967.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Average,5.0,1967.0,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,695.0,Unfinished,0.0,519.0,1214.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1214.0,0.0,1214.0,2.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,Fair - Prefabricated Fireplace in the basement,Attached to the home,2005.0,Rough Finished,1.0,318.0,Typical/Average,Typical/Average,Paved,0.0,111.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,143000.0,117.79242174629324,40.0,2.0,0.12791065219681805,1
1989.0,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,82.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Mitchell,Normal,Good,5.0,1988.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,567.2404109589041,1059.639175736536,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1959.0,0.0,1959.0,3.0,0.0,2.8664383561643834,1.0,Average/Typical,9.0,1.0,No Fireplace,More than one type of garage,2005.0,Unfinished,3.0,766.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Sale between family members,171000.0,87.28943338437979,18.0,3.0,0.20640606890738594,0
2000.0,2-STORY 1946 & NEWER,Residential Low-Density,73.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Very Good,5.0,1999.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,668.0,Unfinished,0.0,336.0,1004.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1004.0,848.0,1852.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,3.0,660.0,Typical/Average,Typical/Average,Paved,224.0,106.0,0.0,0.0,0.0,December 2008,2008.0,Warranty Deed - Conventional,Normal Sale,230000.0,124.19006479481641,9.0,3.0,0.1951322305341903,2
1997.0,2-STORY 1946 & NEWER,Residential Low-Density,65.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Above Average,5.0,1997.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,821.0,Unfinished,0.0,107.0,928.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,928.0,836.0,1764.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,470.0,Typical/Average,Typical/Average,Paved,276.0,99.0,0.0,0.0,0.0,August 2009,2009.0,Warranty Deed - Conventional,Normal Sale,231500.0,131.2358276643991,12.0,3.0,0.18586028869455273,2
1971.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Frontage on 2 sides of the property,Gentle Slope,North Ames,Normal,Below Average,5.0,1971.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,432.0,Unfinished,0.0,432.0,864.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,864.0,0.0,864.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,Poor - Ben Franklin Stove,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,0.0,0.0,0.0,0.0,April 2010,2010.0,Contract Low Interest,Normal Sale,115000.0,133.10185185185185,39.0,1.0,0.09103361078916869,1
2005.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,78.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Good,5.0,2005.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1300.0,Unfinished,0.0,434.0,1734.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734.0,0.0,1734.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,2.0,660.0,Typical/Average,Typical/Average,Paved,160.0,24.0,0.0,0.0,0.0,January 2006,2006.0,Warranty Deed - Conventional,Normal Sale,260000.0,149.94232987312571,1.0,2.0,0.18269939943103994,0
1952.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,71.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Adjacent to arterial street & Normal,Average,4.0,1952.0,Gable,Standard (Composite) Shingle,Brick Face & Wood Siding,None,180.73137335812217,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,507.0,Unfinished,0.0,403.0,910.0,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,910.0,475.0,1385.0,2.0,0.0,4.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,720.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2010,2010.0,Warranty Deed - Conventional,Normal Sale,166000.0,119.85559566787003,58.0,2.0,0.14592772099884102,2
1999.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,78.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Good,5.0,1999.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,679.0,Unfinished,0.0,811.0,1490.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1501.0,0.0,1501.0,2.0,0.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,577.0,Typical/Average,Typical/Average,Paved,144.0,29.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,204000.0,135.90939373750834,10.0,2.0,0.1581498261510905,0
1963.0,DUPLEX - ALL STYLES AND AGES,Residential Medium-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Adjacent to East-West Railroad & Normal,Average,5.0,1963.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,1332.0,Unfinished,0.0,396.0,1728.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1728.0,0.0,1728.0,2.0,0.0,2.8664383561643834,1.0,Average/Typical,10.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,504.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,November 2006,2006.0,Contract Low Interest,"Abnormal Sale -  trade, foreclosure, short sale",125000.0,72.33796296296296,43.0,2.0,0.18206722157833738,0
2006.0,2-STORY PUD - 1946 & NEWER,Residential Medium-Density,24.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Above Average,5.0,2004.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,970.0,970.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,970.0,739.0,1709.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,380.0,Typical/Average,Typical/Average,Paved,0.0,40.0,0.0,0.0,0.0,April 2006,2006.0,Warranty Deed - Conventional,Normal Sale,130000.0,76.06787595084845,2.0,2.0,0.18006532504477926,2
1993.0,1-STORY 1945 & OLDER,Residential Medium-Density,51.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Brookside,Normal,Average,7.0,1931.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,209.0,Unfinished,0.0,506.0,715.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,875.0,0.0,875.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,180.0,Fair,Typical/Average,Paved,48.0,0.0,0.0,0.0,0.0,November 2009,2009.0,Warranty Deed - Conventional,Normal Sale,105000.0,120.0,78.0,1.0,0.09219260351912338,1
2001.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Gilbert,Normal,Good,5.0,2001.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,884.0,884.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,884.0,1151.0,2035.0,2.0,1.0,3.0,1.0,Good,8.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,2.0,434.0,Typical/Average,Typical/Average,Paved,144.0,48.0,0.0,0.0,0.0,May 2010,2010.0,Warranty Deed - Conventional,Normal Sale,222500.0,109.33660933660934,9.0,3.0,0.21441365504161838,2
2005.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,63.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Good,5.0,2004.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,680.0,Unfinished,0.0,400.0,1080.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1080.0,0.0,1080.0,1.0,0.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,0.0,0.0,0.0,0.0,April 2008,2008.0,Warranty Deed - Conventional,Normal Sale,141000.0,130.55555555555554,4.0,1.0,0.11379201348646086,1
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Medium-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,Normal,Average,4.0,1936.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,896.0,896.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,896.0,448.0,1344.0,1.0,0.0,3.0,1.0,Average/Typical,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,240.0,Fair,Typical/Average,Paved,200.0,114.0,0.0,0.0,0.0,April 2006,2006.0,Warranty Deed - Conventional,Normal Sale,115000.0,85.56547619047619,70.0,1.0,0.14160783900537352,1
1975.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,120.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,College Creek,Normal,Average,6.0,1975.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Below Average Living Quarters,716.0,Unfinished,0.0,253.0,969.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,969.0,0.0,969.0,1.0,1.0,3.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,January 2007,2007.0,Warranty Deed - Conventional,Normal Sale,122000.0,125.90299277605779,32.0,2.0,0.10209672321146349,1
2008.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,107.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Very Good,5.0,2007.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1400.0,Unfinished,0.0,310.0,1710.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1710.0,0.0,1710.0,2.0,0.0,2.0,1.0,Good,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,3.0,866.0,Typical/Average,Typical/Average,Paved,0.0,102.0,0.0,0.0,0.0,January 2008,2008.0,Home just constructed and sold,Home was not completed when last assessed,180921.19589041095,105.80186894176079,1.0,2.0,0.1801706880202297,0
1971.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Northwest Ames,Normal,Above Average,5.0,1971.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,416.0,Unfinished,0.0,409.0,825.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1097.0,896.0,1993.0,2.0,1.0,4.0,1.0,Average/Typical,8.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,495.0,Typical/Average,Typical/Average,Paved,0.0,66.0,0.0,0.0,0.0,June 2006,2006.0,Warranty Deed - Conventional,Normal Sale,190000.0,95.33366783743101,35.0,3.0,0.20998841007270044,2
1975.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Clear Creek,Normal,Above Average,7.0,1960.0,Flat,Standard (Composite) Shingle,Brick Face & Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,429.0,Average Living Quarters,0.0,93.0,1602.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1252.0,0.0,1252.0,1.0,0.0,1.0,1.0,Average/Typical,4.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,564.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,March 2008,2008.0,Warranty Deed - Conventional,Normal Sale,235000.0,187.6996805111821,48.0,1.0,0.13191444526393425,1
1950.0,1-STORY 1945 & OLDER,Residential Medium-Density,84.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Old Town,Normal,Above Average,5.0,1923.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1200.0,1200.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1200.0,0.0,1200.0,1.0,0.0,4.0,1.0,Average/Typical,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,312.0,Fair,Fair,Paved,0.0,0.0,0.0,0.0,0.0,March 2006,2006.0,Warranty Deed - Conventional,Sale between family members,125000.0,104.16666666666667,83.0,1.0,0.12643557054051208,1
